sentence;fuel;machine;others;part;price;service
Yang paling cocok buat wanita karir emang Calya, keren banget dari segi desain karena kecil tapi tetep keliatan stylish;neutral;neutral;neutral;positive;neutral;neutral
Tukang bengkel Toyota di Margonda ini juga bagus. Semua petugas ramah dan membantu, layanannya cepet, dan lu dapet kopi gratis.;neutral;neutral;neutral;neutral;neutral;positive
Sebelum Ramadhan 2014, gue ganti aki di bengkel Honda di Jakarta Center, Jayakarta. Belum setahun, udah aus. Nyebelin banget;neutral;neutral;neutral;neutral;neutral;negative
harga unit mobil GL mahal;neutral;neutral;neutral;neutral;negative;neutral
Pake Rush TRD, enak banget dari bangku, kaki berasa enak dan gue bisa lari dengan kecepatan hampir 140 km/jam Gak limbung, bahan bakar hemat banget dan AC-nya dingin.;neutral;positive;neutral;positive;positive;neutral
Pake Altis v kagak terlalu boros;positive;neutral;neutral;neutral;neutral;neutral
Apalagi ketika perjalanan jauh, dengan bensin yang sangat ekonomis buat gue dan performa yang stabil, Avanza adalah mobil impian buat gue dan keluarga besar gue.;positive;positive;neutral;neutral;neutral;neutral
Yang gue gak suka kalo gue duduk di belakang, kepala gue nyangkut di atap dengan tinggi 183 cm. Duduk di posisi nyetir, rambut gue kena langit-langit mobil jadi gak nyaman.;neutral;neutral;neutral;negative;neutral;neutral
Ane pribadi lebih suka desain dalem dan luar CX3.;neutral;neutral;neutral;positive;neutral;neutral
Fortuner lebih bagus dari Pajero sport;neutral;neutral;negative;neutral;neutral;neutral
Sejauh ini kita belom nemu bengkel resmi Mitsubishi dengan layanan yang 'bagus'.;neutral;neutral;neutral;neutral;neutral;positive
Toyota lebih unggul daripada Mitsubishi di seluruh dunia, termasuk di Indonesia;neutral;neutral;negative;neutral;neutral;neutral
Suspensi Toyota Innova stabil banget, mesin gak pernah rewel karena rutin diservis.;neutral;positive;neutral;positive;neutral;neutral
Gue juga pake HRV dan udah 2 tahun, jujur ​​aja, gue gak suka sama mobil ini.;neutral;neutral;negative;neutral;neutral;neutral
Rush cocok buat semua medan;neutral;neutral;positive;neutral;neutral;neutral
Xenia Li udah punya power windows, tachometer, power steering;neutral;neutral;neutral;positive;neutral;neutral
Khusus buat Xenia, ada pengalaman dari 2008 yang dipake sama tim proyek. selama 2 bulan, jakarta - bandung tiap 2 hari lewat tol. Kagak ada keluhan apapun.;neutral;neutral;positive;neutral;neutral;neutral
Altis G MT adalah mobil yang nyaman.;neutral;neutral;positive;neutral;neutral;neutral
Secara keseluruhan gue suka sama Terios.;neutral;neutral;positive;neutral;neutral;neutral
Pengalaman hrv 1.5 e cvt. Gak puas banget;neutral;neutral;negative;neutral;neutral;neutral
Semoga Toyota berkembang biar pelanggannya kagak pergi satu persatu;neutral;neutral;negative;neutral;neutral;neutral
Xpander emang paling bagus di kelasnya.;neutral;neutral;positive;neutral;neutral;neutral
Puas banget punya Xpander.;neutral;neutral;positive;neutral;neutral;neutral
Xi 2005 adalah mobil yang bagus banget. cukup kuat pake premium (1:11) hemat banget;positive;neutral;positive;neutral;neutral;neutral
Secara keseluruhan gue suka Xenia. Murah, desain lucu, muat banyak barang;neutral;neutral;positive;positive;positive;neutral
Coba ke Honda Autoland Kelapa Gading, beda banget. Pelayanannya, kualitas ruang tunggu dan sebagainya emang gak bagus banget.;neutral;neutral;neutral;neutral;neutral;negative
Bokap gue tau karakter mesin, katanya karakter mesin Calya oke;neutral;positive;neutral;neutral;neutral;neutral
Calya didesain untuk digunakan oleh semua kelompok umur;neutral;neutral;neutral;positive;neutral;neutral
Jazz VTEC lawas lebih murah;neutral;neutral;neutral;neutral;positive;neutral
Avanza mesinnya lincah;neutral;positive;neutral;neutral;neutral;neutral
Si Avanza emang lincah kalo dijalanan walaupun gayanya bener-bener old school, hehe;neutral;positive;neutral;negative;neutral;neutral
Ane dapet harga cuma 118jt bulan juli 2015. Wagon nya lumayan murah, awet, ekonomis.;positive;neutral;positive;neutral;positive;neutral
Gue bakal milih All New Grand Livina. pasti lebih nyaman. lebih mewah. lebih keren. Mobilnya anak muda lagi.;neutral;neutral;positive;neutral;neutral;neutral
Rem Parkir Elektronik HRV bagus banget.;neutral;neutral;neutral;positive;neutral;neutral
"Gini nih rasanya nyetir Nissan GT - R R35 ""Godzilla"" dengan 537 hp dan 612 Nm torsi yang bener-bener cepet";neutral;positive;neutral;neutral;neutral;neutral
Mobil bagus, irit bahan bakar dan murah, Brio;positive;neutral;positive;neutral;positive;neutral
Honda Brio adalah mobil yang lumayan keren;neutral;neutral;positive;neutral;neutral;neutral
Masalah nomor pendaftarannya lama banget buat diurusin, gue kecewa sama Nissan;neutral;neutral;neutral;neutral;neutral;negative
Motor Beat yang paling nyaman, dipake perempuan kayak gue, apalagi kalo dibawa kemana-mana, hemat banget dan harganya terjangkau dibanding motor Honda lainnya.;neutral;neutral;positive;neutral;positive;neutral
HRV Prestige akhir 2017, bagasi luas, bahan bakar irit bisa 1:12, jok kulit, lampu LED bagus kalo dipake malem.;positive;neutral;neutral;positive;neutral;neutral
cuma dengan 70 - 80jt dapet mobil yang nyaman banget, cuma Altis yang bisa;neutral;neutral;positive;neutral;positive;neutral
Suka banget sama fitur paddle shift HRV E 2018, bunyi mesinnya udah kayak mobil balap kalo di jalan raya;neutral;positive;neutral;positive;neutral;neutral
Xenia yang udah gue pake sejak 2005 punya biaya perawatan yang rendah dan keandalan mesin yang tinggi,;neutral;positive;neutral;neutral;neutral;positive
HRV-nya nyaman, apalagi pas nyetir malem-malem karena lampunya terang (double LED) dan jelas ekonomis.;positive;neutral;positive;positive;neutral;neutral
Harga jual Nmax kompetitif;neutral;neutral;neutral;neutral;positive;neutral
Dengan Sigra, bepergian lebih nyaman, budget bensin bisa dialokasiin buat keperluan lain.;positive;neutral;positive;neutral;neutral;neutral
Kalo soal desain, interior dan fitur Honda sih oke-oke aja.;neutral;neutral;neutral;positive;neutral;neutral
Mau ke bengkel itu buat benerin motor, akhirnya malah bikin motornya rusak, parah itu, Dealer Honda Cidodol, motor gue jadi rusak.;neutral;neutral;neutral;neutral;neutral;negative
Mahal sih ya Agya, kalo buat keluarga yang ekonominya pas-pasan;neutral;neutral;neutral;neutral;negative;neutral
Kalo soal ekonomi dan maintenance, ane tetep lebih suka Supra X.;positive;neutral;neutral;neutral;neutral;positive
Sigra ini nemenin liburan bareng keluarga. gue bangga sama mobil ini.;neutral;neutral;positive;neutral;neutral;neutral
Mobil Daihatsu Xenia Ane irit, cocok buat keluarga Indonesia karena ada 7 kursi dan mesin reliable (1.300 cc) walau dari tahun 2009;positive;positive;neutral;positive;neutral;neutral
Puas pas pertama kali beli dan pake Toyota Calya ini sampe sekarang;neutral;neutral;positive;neutral;neutral;neutral
Keren Pajero sih;neutral;neutral;positive;neutral;neutral;neutral
Pajero lebih enak.... lebih jantan;neutral;neutral;positive;neutral;neutral;neutral
Ane pake motor Vario nyaman banget, remnya enak banget, suara mesin masih alus, walaupun tiap bulan jalan-jalan ke luar provinsi tapi tetep aja nyaman.;neutral;positive;positive;positive;neutral;neutral
Tergantung berapa lama lu mau makenye. Kalo mau ganti 2-3 tahun lagi mending Brio bro, soalnya harga Honda belom turun sejauh itu.;neutral;neutral;neutral;neutral;positive;neutral
Tapi sejauh yang ane liat, kalo si Xenia Avanza tabrakan(adu kambing), kabinnya keliatan masih kokoh.;neutral;neutral;neutral;positive;neutral;neutral
Rush sama Terios keliatan bagus tapi kualitasnya murah. Mending beli Cortez yang enak dibawa dan murah.;neutral;neutral;positive;positive;positive;neutral
Alasan gue milih HRV adalah karena gue butuh mobil yang tinggi, luas dikelasnya, dan punya model yang ganteng.;neutral;neutral;neutral;positive;neutral;neutral
Honda Jazz beneran full power, body solid, suspensi empuk dan nyaman.;neutral;positive;neutral;positive;neutral;neutral
Nama Toyota ama Honda di Indonesia legendaris... walaupun mahal, orang-orang pengen beli... katanya partsnya murah, padahal kualitasnya jelek... kalo digetok dikit, body sama dashboard bakal penyok.;neutral;neutral;neutral;negative;neutral;neutral
Perawatan rutin buat Xenia kagak mahal.;neutral;neutral;neutral;neutral;neutral;positive
Ini jelek banget Xenia Li, nyesel belinya;neutral;neutral;negative;neutral;neutral;neutral
Jujur, Mobilio yang manual punya lebih banyak tenaga dan akselerasinya lebih cepet;neutral;positive;neutral;neutral;neutral;neutral
Beat street punya bodi yang keren banget, menarik perhatian, performanya juga lumayan buat motor dengan harganya, mesinnya tenang dan bener-bener halus.;neutral;positive;neutral;positive;neutral;neutral
Kondisi mesin Brio gue bisa dibilang masih sempurna, masih bisa mencapai 28 km/liter dan masih gampang ngegas ke 120 kmh, 140 kmh.;neutral;positive;neutral;neutral;neutral;neutral
Suspensi Pajero empuk, suspensi Fortuner keras;neutral;neutral;neutral;negative;neutral;neutral
Menurut gue mobil xpander ini nyaman dan keren banget;neutral;neutral;positive;neutral;neutral;neutral
Toyota menawarkan layanan lengkap banget, semuanya pada dasarnya paket lengkap;neutral;neutral;neutral;neutral;neutral;positive
Avanza bener-bener mendukung profesi gue, karena bagi gue Avanza punya volume space yang besar.;neutral;neutral;neutral;positive;neutral;neutral
Mobil Mitsubishi sekarang punya servis dan suku cadang gratis selama 5 tahun.;neutral;neutral;neutral;positive;neutral;positive
Rush 2018 G AT cocok buat anak muda maupun yang tua. udah ga ada bandingannya lagi.;neutral;neutral;positive;neutral;neutral;neutral
Cuma Honda Beat yang udah terbukti solid dan kuat.;neutral;neutral;positive;neutral;neutral;neutral
harga jual emang kompetitif. Sekarang, Nmax adalah motor yang paling nyaman buat dipake, baik buat dipake sehari-hari maupun buat tur.;neutral;neutral;positive;neutral;positive;neutral
Wah, ini keren banget, mungkin gue jatuh cinta sama Wuling Cortez;neutral;neutral;positive;neutral;neutral;neutral
Dari pengalaman gue sendiri make Mitsubishi, lampunya kayaknya nggak cukup terang karena kaca film standar terlalu gelap di bagian depan.;neutral;neutral;neutral;negative;neutral;neutral
Punya Grand Livina 2011 ane pake sampe 5 tahun, km gaada 50.000. Sumpah ini mobil nyaman banget.;neutral;neutral;positive;neutral;neutral;neutral
Ane puas sama Toyota Rush ini;neutral;neutral;positive;neutral;neutral;neutral
Ane juga baru beli yang tipe deluxe juga, lumayan hemat bensin nya.;positive;neutral;neutral;neutral;neutral;neutral
Bengkel Yamaha resmi jual suku cadang dengan harga yang jauh lebih mahal.;neutral;neutral;neutral;neutral;neutral;negative
Power nya Xeli juga kagak malu-maluin;neutral;positive;neutral;neutral;neutral;neutral
Bengkel yang jelek. Mobilnya udah 3 bulan ga dikerjain. Bengkel yang mengecewakan ( Honda Prima Bekasi);neutral;neutral;neutral;neutral;neutral;negative
Xpandernya sih oke, naik gunung aja oke-oke aja isi 6 orang naik mobil.;neutral;neutral;positive;neutral;neutral;neutral
Avanza yang baru punya rasio gigi yang lebih mulus. Kabinnya barisan 1-2. lebih luas;neutral;neutral;neutral;positive;neutral;neutral
Nmax lebar. Tapi Honda kalo soal servis masih lebih aman,;neutral;neutral;neutral;positive;neutral;positive
masih nyaman pake Pajero karena Pajero lebih banyak penggemarnya daripada Fortuner;neutral;neutral;negative;neutral;neutral;neutral
4 tahun pake Altis, hemat banget bahan bakar apalagi buat keluar kota;positive;neutral;neutral;neutral;neutral;neutral
Udah 4 tahun lebih ane pake mobil Honda ini. hebat banget! Itu pantes jadi MOBIL SEJUTA UMAT di dunia. Gak pernah ada masalah sama sekali.;neutral;neutral;positive;neutral;neutral;neutral
Ane cuma punya Grand Livina selama setahun, dipake di Bali, powernya lelet bener.;neutral;positive;neutral;neutral;neutral;neutral
Tapi menurut gue Honda masih terlalu pelit dengan AC nya,;neutral;neutral;neutral;negative;neutral;neutral
Versi terbaru dari Toyota Avanza juga memiliki pedal gas yang lebih ringan untuk ditekan sehingga Anda dapat mencapai tingkat kenyamanan dengan lebih mudah.;neutral;neutral;neutral;positive;neutral;neutral
Wow, tukang bengkel Toyota ini bener-bener bagus banget pelayanannya. gue nunggu berjam-jam di bengkel gak bakal bosen kalo semuanya disediain disini ;neutral;neutral;neutral;neutral;neutral;positive
Jazz jauh lebih halus tarikannya daripada Brio;neutral;negative;neutral;neutral;neutral;neutral
Toyota Fortuner adalah kendaraan yang bener-bener melebihi ekspektasi. Setelah dipake beberapa lama, konsumsi bahan bakar kendaraan ini lumayan bagus dan bisa diandelin.;positive;neutral;positive;neutral;neutral;neutral
Jazz bagus. tapi harga mahal dan perawatan gila.;neutral;neutral;positive;neutral;negative;negative
Gak nyangka Xpander bisa sebagus ini.;neutral;neutral;positive;neutral;neutral;neutral
Fortuner sempit dibelakang, kalo Pajero lebar, ga duduk tegak;neutral;neutral;neutral;positive;neutral;neutral
Mesin 3SZ - VE 1500 cc ini lebih pas di body Avanza, kuat tapi efisien;neutral;positive;neutral;neutral;neutral;neutral
Gue masih milih Mobilio di atas Avanza. . Avanza kagak enak banget... Mobilio berasa enak buat nyetir...;neutral;neutral;positive;neutral;neutral;neutral
Ane juga pake HRV om. Kesannya luar biasa dan enak banget buat nyetir di dalam maupun di luar kota, HRV terbaik;neutral;neutral;positive;neutral;neutral;neutral
Kenapa gue suka mobil Avanza, karena selain nyaman, mesin mobil ini juga terawat. Jadi kalo kita mau keluar kota atau pergi jauh-jauh, mesinnya tetep awet.;neutral;positive;positive;neutral;neutral;neutral
Toyota Rush hemat;positive;neutral;neutral;neutral;neutral;neutral
Mending Calya, punya harga yang stabil;neutral;neutral;neutral;neutral;positive;neutral
Sebagai jiwa petualang, gue yakin mau beli Brio karena gesit kalo lari;neutral;positive;neutral;neutral;neutral;neutral
Wuling Confero, mesin dan asnya oke mantap, mesin handal di kelasnya,;neutral;positive;neutral;neutral;neutral;neutral
hondajazz_id Layanan bengkel Honda Pluit jelek;neutral;neutral;neutral;neutral;neutral;negative
Grand Livina cuma menang di interior, mesin tetep kalah.;neutral;negative;neutral;positive;neutral;neutral
tapi mazda kadang mahal, harga purna jualnya ga banyak;neutral;neutral;neutral;neutral;negative;neutral
Layanan purna jual Toyota dianggap paling memuaskan;neutral;neutral;neutral;neutral;neutral;positive
Udah 4 tahun gue punya Selis. masih awet. Batere dan kontroler kagak pernah bermasalah.;neutral;neutral;positive;positive;neutral;neutral
Avanza emang boros bahan bakar;negative;neutral;neutral;neutral;neutral;neutral
Gue mikir, Avanza itu mobil yang murah dan gampang dirawat, tapi kok bisa kagak ada perusahaan taksi yang make? Padahal enak bisa muat 6 penumpang.;neutral;neutral;neutral;neutral;positive;positive
Gak semua bengkel AHASS HONDA punya layanan yang bagus, motor gue diservis disana dan sama aja kayak belum diservis! Mahal banget! Jelek lagi!;neutral;neutral;neutral;neutral;neutral;negative
Avanza itu mobil yang cocok dan ekonomis;positive;neutral;neutral;neutral;neutral;neutral
Alhamdulillah, gue ga salah milih kendaraan buat usaha, selain tenaganya yang lumayan cepet, Vario 125 ini kokoh buat bawa banyak beban dan hemat banget bahan bakar.;positive;positive;positive;neutral;neutral;neutral
Fortuner adalah mobil paling gagah dan elegan di kelasnya;neutral;neutral;positive;neutral;neutral;neutral
Mobil LMPV yang paling enak mesin dan handlingnya... sayang banget fiturnya jelek banget dan gak punya smart key;neutral;positive;neutral;negative;neutral;neutral
Pajero menang, menghemat uang karena diesel dan lebih nyaman;positive;neutral;positive;neutral;neutral;neutral
Beat 2010 adalah varian Beat terbaik di kelasnya dengan penampilan yang sporty dan aerodinamika yang bagus, jadi lincah banget di jalan saat berkendara lewat macet, warnanya cantik pula buat anak muda;neutral;positive;positive;positive;neutral;neutral
Mobilio emang paling bagus buat MPV rendah;neutral;neutral;positive;neutral;neutral;neutral
Gue lebih suka Fortuner daripada Pajero;neutral;neutral;negative;neutral;neutral;neutral
Calya cantik, hemat dan terjangkau;positive;neutral;neutral;positive;positive;neutral
Xeli cukup hemat bahan bakar di 1:9 di dalam kota (gak pernah dibawa keluar kota).;positive;neutral;neutral;neutral;neutral;neutral
Gue milih Fortuner karena gampang pakenya di jalan yang jelek;neutral;neutral;positive;neutral;neutral;neutral
Mobilio emang bagus secara keseluruhan, tapi pilihan warnanya kagak menarik;neutral;neutral;positive;negative;neutral;neutral
Jazz jauh lebih praktis dipake daripada Brio;neutral;neutral;negative;neutral;neutral;neutral
Xexi narik oke. lari 120 di cipularang gapapa.;neutral;positive;neutral;neutral;neutral;neutral
Jarang banget nemu layanan purna jual sebagus Nissan;neutral;neutral;neutral;neutral;neutral;positive
Secara keseluruhan, mobil Wuling Confero S 1.5 L Lux+ sangat direkomendasikan.;neutral;neutral;positive;neutral;neutral;neutral
Mesin diesel yang paling terkenal di desa-desa adalah Mitsubishi;neutral;positive;neutral;neutral;neutral;neutral
Kagum banget sama Avanza karena harganya murah dibanding mobil sekelasnya (ane beli bekas).;neutral;neutral;neutral;neutral;positive;neutral
Mobilio emang bagus banget, design bodinya juga bagus banget;neutral;neutral;positive;positive;neutral;neutral
Pajero sport itu mobil impian gue, bro, keren banget, gak ada yang bisa ngalahin;neutral;neutral;positive;neutral;neutral;neutral
Fortuner keliatan keren tapi powernya lemah, bos;neutral;negative;neutral;positive;neutral;neutral
Honda Beat emang luar biasa. Mesinnya bandel. Gak pernah rusak sekali pun.;neutral;positive;positive;neutral;neutral;neutral
Pilihan gue gak salah, ini mobil Terios bener-bener recommended banget.;neutral;neutral;positive;neutral;neutral;neutral
Daihatsu Ayla lebih murah dan lebih ekonomis.;positive;neutral;neutral;neutral;positive;neutral
Udah 3 tahun pake Honda Vario, nyaman banget dipake dan pasti hemat;positive;neutral;positive;neutral;neutral;neutral
Secara keseluruhan, Vario lebih bagus daripada Mio;neutral;neutral;negative;neutral;neutral;neutral
Ternyata GPS Xenia gak ngecewain, anak-anak seneng. Cukup pinter, kalo gue bohong soal rute dia masih bisa ngitung ulang rute yang gue ambil.;neutral;neutral;neutral;positive;neutral;neutral
Mobil Honda semua punya banyak tempat penyimpanan;neutral;neutral;neutral;positive;neutral;neutral
Sampe sekarang, tingkat kenyamanan Calya kagak ada tandingannya.;neutral;neutral;positive;neutral;neutral;neutral
"Buat yang selalu pake kendaraan tiap hari, motor Honda Scoopy cocok banget buat kamu, bodinya yang elegan irit bahan bakar dan motornya nyaman pas dibonceng, cocok banget buat semua kelompok ;)";positive;neutral;positive;positive;neutral;neutral
Calya ini mobil lemot, jelek, jadi apa gunanya gue beli?;neutral;neutral;negative;neutral;neutral;neutral
Waktu gue liat Suzuki Baleno 2017 di GIIAS, bener-bener bagus untuk harga segitu, murah.;neutral;neutral;neutral;neutral;positive;neutral
Ane liat body Mobilio nya tipis banget dan rawan penyok, gue liat banyak yang penyok di jalanan;neutral;neutral;neutral;negative;neutral;neutral
Jazz lebih bandel daripada Brio;neutral;negative;neutral;neutral;neutral;neutral
Bengkel Mitsubishi PT Wicaksana Berlian Motor menyebalkan, operatornya janji servis tapi pas kita nyampe, bengkelnya ternyata libur.;neutral;neutral;neutral;neutral;neutral;negative
Dibuat bermanuver tajam, Honda Brio masih oke;neutral;positive;neutral;neutral;neutral;neutral
Yang pertama Li dlx+ biru di 2004 AXIC - 1308. Mobil yang bagus. Dibawa keliling pulau jawa tanpa ada masalah. Baik-baik aja. Lewat kemiringan Asoy juga.;neutral;neutral;positive;neutral;neutral;neutral
Xpander punya kesan yang lebih Gahar dari luar.;neutral;neutral;neutral;positive;neutral;neutral
Brio ini cocok banget buat ke kampus, desain badannya yang kecil gak over buat dipakai mahasiswa;neutral;neutral;positive;positive;neutral;neutral
Baru sebulan Indent Fortuner udah dateng, bagus banget;neutral;neutral;neutral;neutral;neutral;positive
Naik Pajero goyang parah, mending naek Innova;neutral;neutral;positive;neutral;neutral;neutral
Pengalaman berkendara nikmat banget pake Avanza karena suara mesinnya halus;neutral;positive;neutral;neutral;neutral;neutral
Agya agak mengecewakan, kagak bagus;neutral;neutral;negative;neutral;neutral;neutral
Selain harganya yang terjangkau, motor Vario hemat bahan bakar dan nyaman dipake buat ngelakuin kegiatan sehari-hari.;positive;neutral;positive;neutral;positive;neutral
Dengan harga yang cukup ekonomis, gaya badan Calya lumayan elegan;neutral;neutral;neutral;positive;positive;neutral
